1.6,0.6,0.6
0.6,1.8,1.2
2.4,1.2,2.0
1.2,0.2,2.4
1.4,1.8,3.0
1.0,0.4,3.2
1.0,-0.2,3.6
1.2,1.4,4.2
0.8,8.881784197e-16,4.4
0.6,1.4,4.8
2.77555756156e-16,1.6,5.2
0.2,0.8,5.6
0.4,1.33226762955e-15,6.0
0.4,1.2,6.2
0.6,0.4,6.6
0.6,1.0,7.0
-0.8,-0.4,6.8
-0.8,-0.4,6.8
